step,kind,objective,main_gold,main_neg,neg_gold,neg_neg,rank,main_ok,neg_ok,lr,elapsed_min,cumulative_elapsed_min,group_qas,group_main_rate,group_neg_rate
8767,group,9.5,9.5,0.0,0.0,0.0,0.0,True,False,3.803409702032392e-05,153.4989,405.9278,4,1.0,0.0
8768,example,0.171875,0.6875,0.0,0.0,0.0,0.0,True,False,3.8031614712645283e-05,153.5271,405.956,,,
8769,example,0.291016,1.164062,0.0,0.0,0.0,0.0,True,False,3.80291322307296e-05,153.5593,405.9882,,,
8770,example,0.359375,0.130859,0.0,0.0,0.0,0.0,True,False,3.802664957461136e-05,153.569,405.998,,,
8771,group,1.335938,1.335938,0.0,0.0,0.0,0.0,True,False,3.8024166744325115e-05,153.6619,406.0908,4,1.0,0.0
8772,example,0.005981,0.004456,0.0,0.0,0.0,0.0,True,False,3.802168373990536e-05,153.6825,406.1114,,,
8773,group,4.21875,4.21875,0.0,0.0,0.0,0.0,True,False,3.8019200561386614e-05,153.766,406.1949,4,1.0,0.0
8774,example,0.205078,0.820312,0.0,0.0,0.0,0.0,True,False,3.801671720880342e-05,153.7878,406.2167,,,
8775,example,0.375,0.369141,0.0,0.0,0.0,0.0,True,False,3.8014233682190296e-05,153.799,406.2279,,,
8776,example,0.136719,0.131836,0.0,0.0,0.0,0.0,True,False,3.801174998158179e-05,153.8189,406.2478,,,
8777,example,0.017578,0.012085,0.0,0.0,0.0,0.0,True,False,3.800926610701241e-05,153.8327,406.2616,,,
8778,example,0.351562,0.324219,0.0,0.0,0.0,0.0,True,False,3.800678205851671e-05,153.8481,406.277,,,
8779,group,0.574219,0.574219,0.0,0.0,0.0,0.0,True,False,3.800429783612921e-05,153.9142,406.3432,4,1.0,0.0
8780,example,0.582031,0.574219,0.0,0.0,0.0,0.0,True,False,3.8001813439884465e-05,153.9315,406.3604,,,
8781,example,5.09375,0.769531,0.0,0.0,0.0,0.0,True,False,3.799932886981702e-05,153.9403,406.3692,,,
8782,example,0.234375,0.232422,0.0,0.0,0.0,0.0,True,False,3.7996844125961404e-05,153.9494,406.3784,,,
8783,example,0.263672,0.25,0.0,0.0,0.0,0.0,True,False,3.799435920835218e-05,153.9585,406.3875,,,
8784,example,0.103027,0.065918,0.0,0.0,0.0,0.0,True,False,3.799187411702389e-05,153.9677,406.3966,,,
8785,group,0.384766,0.384766,0.0,0.0,0.0,0.0,True,False,3.7989388852011075e-05,154.0365,406.4655,4,1.0,0.0
8786,example,0.486328,0.482422,0.0,0.0,0.0,0.0,True,False,3.798690341334832e-05,154.0535,406.4824,,,
8787,example,0.043457,0.021362,0.0,0.0,0.0,0.0,True,False,3.7984417801070156e-05,154.0623,406.4912,,,
8788,example,0.228516,0.914062,0.0,0.0,0.0,0.0,True,False,3.798193201521115e-05,154.0716,406.5006,,,
8789,example,0.068359,0.006714,0.0,0.0,0.0,0.0,True,False,3.797944605580587e-05,154.0807,406.5097,,,
8790,example,0.242188,0.96875,0.0,0.0,0.0,0.0,True,False,3.797695992288886e-05,154.0909,406.5198,,,
8791,example,0.023926,0.016968,0.0,0.0,0.0,0.0,True,False,3.7974473616494716e-05,154.1001,406.5291,,,
8792,group,0.166992,0.166992,0.0,0.0,0.0,0.0,True,False,3.797198713665799e-05,154.2179,406.6469,4,1.0,0.0
8793,group,1.695312,1.695312,0.0,0.0,0.0,0.0,True,False,3.796950048341325e-05,154.3627,406.7917,4,1.0,0.0
8794,group,13.4375,13.4375,0.0,0.0,0.0,0.0,True,False,3.7967013656795087e-05,154.4384,406.8674,4,1.0,0.0
8795,example,0.181641,0.726562,0.0,0.0,0.0,0.0,True,False,3.796452665683805e-05,154.4567,406.8856,,,
8796,example,0.005127,0.001122,0.0,0.0,0.0,0.0,True,False,3.796203948357675e-05,154.4661,406.8951,,,
8797,group,0.143555,0.143555,0.0,0.0,0.0,0.0,True,False,3.795955213704574e-05,154.5289,406.9578,4,1.0,0.0
8798,example,2.46875,0.291016,0.0,0.0,0.0,0.0,True,False,3.7957064617279615e-05,154.5465,406.9754,,,
8799,example,0.032959,0.02356,0.0,0.0,0.0,0.0,True,False,3.795457692431298e-05,154.5556,406.9845,,,
8800,example,0.714844,0.233398,0.0,0.0,0.0,0.0,True,False,3.7952089058180384e-05,154.5646,406.9935,,,
8801,example,0.337891,1.351562,0.0,0.0,0.0,0.0,True,False,3.7949601018916444e-05,154.5739,407.0028,,,
8802,group,5.875,5.875,0.0,0.0,0.0,0.0,True,False,3.794711280655575e-05,154.6371,407.066,4,1.0,0.0
8803,example,0.058594,0.026489,0.0,0.0,0.0,0.0,True,False,3.79446244211329e-05,154.6543,407.0832,,,
8804,example,0.539062,0.376953,0.0,0.0,0.0,0.0,True,False,3.7942135862682484e-05,154.6638,407.0927,,,
8805,example,0.251953,0.237305,0.0,0.0,0.0,0.0,True,False,3.79396471312391e-05,154.6725,407.1014,,,
8806,example,0.010254,0.00528,0.0,0.0,0.0,0.0,True,False,3.7937158226837366e-05,154.6821,407.1111,,,
8807,group,0.746094,0.746094,0.0,0.0,0.0,0.0,True,False,3.7934669149511876e-05,154.7397,407.1687,4,1.0,0.0
8808,group,0.172852,0.172852,0.0,0.0,0.0,0.0,True,False,3.7932179899297237e-05,154.8086,407.2375,4,1.0,0.0
8809,example,0.006683,0.00106,0.0,0.0,0.0,0.0,True,False,3.792969047622806e-05,154.8266,407.2555,,,
8810,group,0.230469,0.230469,0.0,0.0,0.0,0.0,True,False,3.7927200880338965e-05,154.9003,407.3293,4,1.0,0.0
8811,example,0.01416,0.010193,0.0,0.0,0.0,0.0,True,False,3.792471111166456e-05,154.9188,407.3477,,,
8812,example,2.75,0.177734,0.0,0.0,0.0,0.0,True,False,3.792222117023946e-05,154.9275,407.3564,,,
8813,example,0.00589,0.00209,0.0,0.0,0.0,0.0,True,False,3.7919731056098294e-05,154.9366,407.3655,,,
8814,example,0.496094,0.476562,0.0,0.0,0.0,0.0,True,False,3.791724076927567e-05,154.945,407.3739,,,
8815,group,0.217773,0.217773,0.0,0.0,0.0,0.0,True,False,3.7914750309806225e-05,155.0057,407.4346,4,1.0,0.0
8816,example,0.033203,0.015747,0.0,0.0,0.0,0.0,True,False,3.791225967772458e-05,155.0239,407.4528,,,
8817,example,0.014832,0.010315,0.0,0.0,0.0,0.0,True,False,3.790976887306536e-05,155.0328,407.4617,,,
8818,example,0.070312,0.28125,0.0,0.0,0.0,0.0,True,False,3.790727789586321e-05,155.0435,407.4725,,,
8819,group,0.230469,0.230469,0.0,0.0,0.0,0.0,True,False,3.7904786746152745e-05,155.1799,407.6088,4,1.0,0.0
8820,group,0.050293,0.050293,0.0,0.0,0.0,0.0,True,False,3.7902295423968624e-05,155.3188,407.7478,4,1.0,0.0
8821,example,0.378906,0.371094,0.0,0.0,0.0,0.0,True,False,3.789980392934547e-05,155.3437,407.7726,,,
8822,example,0.004608,0.002457,0.0,0.0,0.0,0.0,True,False,3.7897312262317925e-05,155.3558,407.7847,,,
8823,example,0.004608,0.003372,0.0,0.0,0.0,0.0,True,False,3.789482042292065e-05,155.3701,407.799,,,
8824,example,0.683594,0.365234,0.0,0.0,0.0,0.0,True,False,3.789232841118826e-05,155.3849,407.8139,,,
8825,example,0.902344,0.898438,0.0,0.0,0.0,0.0,True,False,3.7889836227155435e-05,155.3957,407.8246,,,
8826,example,0.100586,0.085938,0.0,0.0,0.0,0.0,True,False,3.78873438708568e-05,155.4058,407.8348,,,
8827,example,0.080078,0.074707,0.0,0.0,0.0,0.0,True,False,3.788485134232703e-05,155.4157,407.8447,,,
8828,example,0.151367,0.136719,0.0,0.0,0.0,0.0,True,False,3.7882358641600766e-05,155.4264,407.8554,,,
8829,group,2.984375,2.984375,0.0,0.0,0.0,0.0,True,False,3.787986576871267e-05,155.5412,407.9701,4,1.0,0.0
8830,example,0.457031,0.152344,0.0,0.0,0.0,0.0,True,False,3.78773727236974e-05,155.5615,407.9904,,,
8831,group,0.036133,0.036133,0.0,0.0,0.0,0.0,True,False,3.787487950658964e-05,155.6532,408.0822,4,1.0,0.0
8832,example,8.4375,1.273438,0.0,0.0,0.0,0.0,True,False,3.7872386117424023e-05,155.6742,408.1031,,,
8833,example,8.0,1.15625,0.0,0.0,0.0,0.0,True,False,3.786989255623523e-05,155.6861,408.115,,,
8834,example,1.539062,0.707031,0.0,0.0,0.0,0.0,True,False,3.7867398823057934e-05,155.7098,408.1387,,,
8835,example,1.101562,1.007812,0.0,0.0,0.0,0.0,True,False,3.78649049179268e-05,155.7208,408.1497,,,
8836,example,0.211914,0.205078,0.0,0.0,0.0,0.0,True,False,3.7862410840876515e-05,155.7332,408.1622,,,
8837,group,0.251953,0.251953,0.0,0.0,0.0,0.0,True,False,3.785991659194174e-05,155.8642,408.2931,4,1.0,0.0
8838,example,0.490234,0.482422,0.0,0.0,0.0,0.0,True,False,3.785742217115718e-05,155.885,408.3139,,,
8839,example,0.423828,0.048584,0.0,0.0,0.0,0.0,True,False,3.785492757855749e-05,155.8972,408.3262,,,
8840,group,0.194336,0.194336,0.0,0.0,0.0,0.0,True,False,3.785243281417736e-05,155.9618,408.3908,4,1.0,0.0
8841,example,1.171875,1.171875,0.0,0.0,0.0,0.0,True,False,3.784993787805148e-05,155.9817,408.4106,,,
8842,example,0.261719,0.248047,0.0,0.0,0.0,0.0,True,False,3.784744277021455e-05,155.9935,408.4224,,,
8843,example,0.098633,0.054688,0.0,0.0,0.0,0.0,True,False,3.7844947490701246e-05,156.0101,408.4391,,,
8844,example,12.4375,0.640625,0.0,0.0,0.0,0.0,True,False,3.784245203954627e-05,156.0245,408.4535,,,
8845,example,0.279297,1.117188,0.0,0.0,0.0,0.0,True,False,3.783995641678431e-05,156.0372,408.4662,,,
8846,example,0.142578,0.101074,0.0,0.0,0.0,0.0,True,False,3.783746062245008e-05,156.0521,408.481,,,
8847,example,1.492188,0.976562,0.0,0.0,0.0,0.0,True,False,3.7834964656578274e-05,156.0635,408.4925,,,
8848,example,1.8125,0.345703,0.0,0.0,0.0,0.0,True,False,3.7832468519203576e-05,156.0756,408.5045,,,
8849,group,0.245117,0.245117,0.0,0.0,0.0,0.0,True,False,3.782997221036071e-05,156.2092,408.6382,4,1.0,0.0
8850,example,0.341797,1.367188,0.0,0.0,0.0,0.0,True,False,3.78274757300844e-05,156.233,408.6619,,,
8851,example,0.925781,0.824219,0.0,0.0,0.0,0.0,True,False,3.7824979078409325e-05,156.2453,408.6742,,,
8852,example,4.0625,0.232422,0.0,0.0,0.0,0.0,True,False,3.7822482255370225e-05,156.2564,408.6854,,,
8853,group,0.304688,0.304688,0.0,0.0,0.0,0.0,True,False,3.781998526100179e-05,156.3754,408.8044,4,1.0,0.0
8854,group,4.15625,4.15625,0.0,0.0,0.0,0.0,True,False,3.781748809533876e-05,156.4671,408.8961,4,1.0,0.0
8855,example,1.25,0.324219,0.0,0.0,0.0,0.0,True,False,3.781499075841584e-05,156.4851,408.9141,,,
8856,example,0.304688,0.042236,0.0,0.0,0.0,0.0,True,False,3.781249325026776e-05,156.4973,408.9263,,,
8857,example,0.030029,0.026245,0.0,0.0,0.0,0.0,True,False,3.780999557092924e-05,156.5093,408.9383,,,
8858,example,0.851562,0.4375,0.0,0.0,0.0,0.0,True,False,3.7807497720435015e-05,156.5218,408.9508,,,
8859,example,0.005554,0.001816,0.0,0.0,0.0,0.0,True,False,3.780499969881981e-05,156.5337,408.9627,,,
8860,example,0.314453,0.291016,0.0,0.0,0.0,0.0,True,False,3.780250150611835e-05,156.5446,408.9735,,,
8861,example,0.183594,0.177734,0.0,0.0,0.0,0.0,True,False,3.780000314236538e-05,156.555,408.9839,,,
8862,example,0.318359,0.291016,0.0,0.0,0.0,0.0,True,False,3.779750460759564e-05,156.5638,408.9927,,,
8863,example,0.115234,0.460938,0.0,0.0,0.0,0.0,True,False,3.779500590184385e-05,156.5727,409.0016,,,
8864,group,1.242188,1.242188,0.0,0.0,0.0,0.0,True,False,3.7792507025144776e-05,156.6721,409.101,4,1.0,0.0
8865,example,0.19043,0.761719,0.0,0.0,0.0,0.0,True,False,3.7790007977533147e-05,156.6913,409.1202,,,
8866,example,0.734375,0.100586,0.0,0.0,0.0,0.0,True,False,3.7787508759043706e-05,156.7015,409.1304,,,
8867,example,10.375,1.40625,0.0,0.0,0.0,0.0,True,False,3.7785009369711216e-05,156.7101,409.139,,,
8868,example,0.191406,0.765625,0.0,0.0,0.0,0.0,True,False,3.778250980957041e-05,156.7181,409.1471,,,
8869,example,0.355469,0.21582,0.0,0.0,0.0,0.0,True,False,3.778001007865605e-05,156.7289,409.1578,,,
8870,example,0.53125,0.53125,0.0,0.0,0.0,0.0,True,False,3.777751017700289e-05,156.7385,409.1674,,,
8871,example,0.226562,0.90625,0.0,0.0,0.0,0.0,True,False,3.7775010104645693e-05,156.7491,409.178,,,
8872,example,0.140625,0.115234,0.0,0.0,0.0,0.0,True,False,3.777250986161922e-05,156.7586,409.1876,,,
8873,example,0.019287,0.013062,0.0,0.0,0.0,0.0,True,False,3.777000944795823e-05,156.7684,409.1973,,,
8874,example,0.050293,0.046387,0.0,0.0,0.0,0.0,True,False,3.7767508863697496e-05,156.7778,409.2068,,,
8875,example,0.945312,0.488281,0.0,0.0,0.0,0.0,True,False,3.776500810887178e-05,156.7886,409.2175,,,
8876,example,0.382812,0.378906,0.0,0.0,0.0,0.0,True,False,3.7762507183515836e-05,156.7982,409.2272,,,
8877,example,0.199219,0.193359,0.0,0.0,0.0,0.0,True,False,3.7760006087664455e-05,156.8071,409.236,,,
8878,group,0.085938,0.085938,0.0,0.0,0.0,0.0,True,False,3.775750482135241e-05,156.8676,409.2966,4,1.0,0.0
8879,example,4.15625,0.382812,0.0,0.0,0.0,0.0,True,False,3.7755003384614475e-05,156.8848,409.3138,,,
8880,example,0.040527,0.016602,0.0,0.0,0.0,0.0,True,False,3.7752501777485434e-05,156.8937,409.3226,,,
8881,example,0.128906,0.089844,0.0,0.0,0.0,0.0,True,False,3.7750000000000064e-05,156.9022,409.3312,,,
8882,example,0.335938,1.34375,0.0,0.0,0.0,0.0,True,False,3.774749805219315e-05,156.9112,409.3401,,,
8883,example,0.071777,0.059814,0.0,0.0,0.0,0.0,True,False,3.7744995934099476e-05,156.9202,409.3491,,,
8884,example,0.023438,0.09375,0.0,0.0,0.0,0.0,True,False,3.774249364575383e-05,156.9295,409.3584,,,
8885,group,0.683594,0.683594,0.0,0.0,0.0,0.0,True,False,3.773999118719102e-05,156.9895,409.4185,4,1.0,0.0
8886,example,0.410156,0.410156,0.0,0.0,0.0,0.0,True,False,3.773748855844582e-05,157.0073,409.4362,,,
8887,example,0.458984,0.408203,0.0,0.0,0.0,0.0,True,False,3.7734985759553034e-05,157.0161,409.4451,,,
8888,example,0.22168,0.886719,0.0,0.0,0.0,0.0,True,False,3.773248279054746e-05,157.0263,409.4553,,,
8889,example,7.4375,1.039062,0.0,0.0,0.0,0.0,True,False,3.77299796514639e-05,157.0352,409.4642,,,
8890,example,0.166016,0.664062,0.0,0.0,0.0,0.0,True,False,3.772747634233715e-05,157.0454,409.4743,,,
8891,group,0.180664,0.180664,0.0,0.0,0.0,0.0,True,False,3.772497286320203e-05,157.1424,409.5714,4,1.0,0.0
8892,example,0.029541,0.021851,0.0,0.0,0.0,0.0,True,False,3.772246921409333e-05,157.1614,409.5903,,,
8893,example,22.125,2.609375,0.0,0.0,0.0,0.0,True,False,3.771996539504587e-05,157.1705,409.5994,,,
8894,example,0.006989,0.004639,0.0,0.0,0.0,0.0,True,False,3.771746140609447e-05,157.1798,409.6087,,,
8895,example,0.0271,0.015991,0.0,0.0,0.0,0.0,True,False,3.7714957247273925e-05,157.1893,409.6182,,,
8896,group,0.910156,0.910156,0.0,0.0,0.0,0.0,True,False,3.771245291861907e-05,157.2816,409.7105,4,1.0,0.0
8897,example,0.07959,0.070312,0.0,0.0,0.0,0.0,True,False,3.7709948420164724e-05,157.3014,409.7303,,,
8898,example,4.84375,0.757812,0.0,0.0,0.0,0.0,True,False,3.77074437519457e-05,157.3105,409.7395,,,
8899,example,0.06543,0.064453,0.0,0.0,0.0,0.0,True,False,3.770493891399683e-05,157.3209,409.7499,,,
8900,example,3.234375,0.423828,0.0,0.0,0.0,0.0,True,False,3.770243390635293e-05,157.3311,409.76,,,
8901,example,0.339844,0.332031,0.0,0.0,0.0,0.0,True,False,3.7699928729048845e-05,157.341,409.77,,,
8902,example,3.125,0.789062,0.0,0.0,0.0,0.0,True,False,3.769742338211939e-05,157.3499,409.7788,,,
8903,example,0.139648,0.558594,0.0,0.0,0.0,0.0,True,False,3.769491786559941e-05,157.3587,409.7876,,,
8904,example,0.291016,1.164062,0.0,0.0,0.0,0.0,True,False,3.769241217952374e-05,157.3679,409.7968,,,
8905,example,0.337891,0.104004,0.0,0.0,0.0,0.0,True,False,3.768990632392721e-05,157.3768,409.8057,,,
8906,example,0.085449,0.016113,0.0,0.0,0.0,0.0,True,False,3.768740029884466e-05,157.3859,409.8149,,,
8907,example,0.195312,0.143555,0.0,0.0,0.0,0.0,True,False,3.768489410431095e-05,157.3945,409.8234,,,
8908,example,0.010986,0.004486,0.0,0.0,0.0,0.0,True,False,3.768238774036091e-05,157.4031,409.832,,,
8909,example,0.205078,0.820312,0.0,0.0,0.0,0.0,True,False,3.767988120702941e-05,157.4111,409.8401,,,
8910,example,0.15625,0.625,0.0,0.0,0.0,0.0,True,False,3.767737450435127e-05,157.4195,409.8485,,,
8911,example,0.069336,0.057373,0.0,0.0,0.0,0.0,True,False,3.7674867632361355e-05,157.4281,409.857,,,
8912,example,0.890625,0.882812,0.0,0.0,0.0,0.0,True,False,3.767236059109453e-05,157.4362,409.8651,,,
8913,example,1.15625,0.785156,0.0,0.0,0.0,0.0,True,False,3.766985338058563e-05,157.4448,409.8737,,,
8914,example,0.035645,0.007812,0.0,0.0,0.0,0.0,True,False,3.766734600086955e-05,157.4523,409.8812,,,
8915,example,0.013855,0.010315,0.0,0.0,0.0,0.0,True,False,3.766483845198112e-05,157.4612,409.8901,,,
8916,example,0.214844,0.208984,0.0,0.0,0.0,0.0,True,False,3.766233073395521e-05,157.4701,409.899,,,
8917,example,2.578125,0.330078,0.0,0.0,0.0,0.0,True,False,3.76598228468267e-05,157.4789,409.9078,,,
8918,group,1.507812,1.507812,0.0,0.0,0.0,0.0,True,False,3.765731479063045e-05,157.5938,410.0227,4,1.0,0.0
8919,example,0.201172,0.804688,0.0,0.0,0.0,0.0,True,False,3.765480656540133e-05,157.6119,410.0408,,,
8920,example,0.241211,0.231445,0.0,0.0,0.0,0.0,True,False,3.7652298171174225e-05,157.6205,410.0494,,,
8921,example,0.070312,0.28125,0.0,0.0,0.0,0.0,True,False,3.7649789607983997e-05,157.6299,410.0588,,,
8922,group,0.077637,0.077637,0.0,0.0,0.0,0.0,True,False,3.7647280875865535e-05,157.7453,410.1742,4,1.0,0.0
8923,group,0.108887,0.108887,0.0,0.0,0.0,0.0,True,False,3.764477197485371e-05,157.854,410.283,4,1.0,0.0
8924,example,0.007324,0.004211,0.0,0.0,0.0,0.0,True,False,3.764226290498342e-05,157.8728,410.3018,,,
8925,example,0.006714,0.004303,0.0,0.0,0.0,0.0,True,False,3.763975366628953e-05,157.8826,410.3115,,,
8926,example,0.040283,0.008301,0.0,0.0,0.0,0.0,True,False,3.7637244258806946e-05,157.8919,410.3208,,,
8927,group,0.099609,0.099609,0.0,0.0,0.0,0.0,True,False,3.763473468257055e-05,157.9628,410.3918,4,1.0,0.0
8928,example,0.015198,0.012329,0.0,0.0,0.0,0.0,True,False,3.7632224937615234e-05,157.9827,410.4116,,,
8929,example,2.828125,0.345703,0.0,0.0,0.0,0.0,True,False,3.7629715023975895e-05,157.9919,410.4209,,,
8930,group,1.453125,1.453125,0.0,0.0,0.0,0.0,True,False,3.7627204941687445e-05,158.0683,410.4972,4,1.0,0.0
8931,example,0.105957,0.423828,0.0,0.0,0.0,0.0,True,False,3.762469469078475e-05,158.0905,410.5194,,,
8932,group,8.4375,8.4375,0.0,0.0,0.0,0.0,True,False,3.7622184271302745e-05,158.1823,410.6113,4,1.0,0.0
8933,example,5.78125,0.90625,0.0,0.0,0.0,0.0,True,False,3.761967368327632e-05,158.199,410.6279,,,
8934,example,0.009949,0.00531,0.0,0.0,0.0,0.0,True,False,3.761716292674037e-05,158.2084,410.6373,,,
8935,group,0.138672,0.138672,0.0,0.0,0.0,0.0,True,False,3.761465200172983e-05,158.2691,410.6981,4,1.0,0.0
8936,example,0.037109,0.031982,0.0,0.0,0.0,0.0,True,False,3.761214090827959e-05,158.2876,410.7165,,,
8937,group,0.667969,0.667969,0.0,0.0,0.0,0.0,True,False,3.760962964642458e-05,158.3467,410.7756,4,1.0,0.0
8938,example,0.195312,0.114258,0.0,0.0,0.0,0.0,True,False,3.76071182161997e-05,158.3647,410.7937,,,
8939,example,0.102051,0.408203,0.0,0.0,0.0,0.0,True,False,3.760460661763988e-05,158.3778,410.8067,,,
8940,example,0.148438,0.037842,0.0,0.0,0.0,0.0,True,False,3.760209485078004e-05,158.3963,410.8252,,,
8941,example,0.074707,0.298828,0.0,0.0,0.0,0.0,True,False,3.759958291565509e-05,158.4323,410.8612,,,
8942,example,0.621094,0.457031,0.0,0.0,0.0,0.0,True,False,3.759707081229997e-05,158.443,410.8719,,,
8943,example,0.151367,0.605469,0.0,0.0,0.0,0.0,True,False,3.759455854074961e-05,158.4529,410.8818,,,
8944,group,1.007812,1.007812,0.0,0.0,0.0,0.0,True,False,3.759204610103892e-05,158.517,410.9459,4,1.0,0.0
8945,example,0.057373,0.048828,0.0,0.0,0.0,0.0,True,False,3.758953349320285e-05,158.5352,410.9642,,,
8946,example,0.146484,0.131836,0.0,0.0,0.0,0.0,True,False,3.7587020717276335e-05,158.5454,410.9744,,,
8947,example,1.671875,0.917969,0.0,0.0,0.0,0.0,True,False,3.75845077732943e-05,158.5548,410.9838,,,
8948,example,0.001549,0.000961,0.0,0.0,0.0,0.0,True,False,3.758199466129171e-05,158.5635,410.9924,,,
8949,example,0.363281,0.269531,0.0,0.0,0.0,0.0,True,False,3.757948138130347e-05,158.5726,411.0015,,,
8950,example,0.132812,0.035645,0.0,0.0,0.0,0.0,True,False,3.757696793336455e-05,158.5814,411.0103,,,
8951,example,0.037842,0.030518,0.0,0.0,0.0,0.0,True,False,3.757445431750989e-05,158.5906,411.0195,,,
8952,group,0.068359,0.068359,0.0,0.0,0.0,0.0,True,False,3.757194053377444e-05,158.6528,411.0817,4,1.0,0.0
8953,group,0.109863,0.109863,0.0,0.0,0.0,0.0,True,False,3.756942658219315e-05,158.7256,411.1545,4,1.0,0.0
8954,example,0.117188,0.46875,0.0,0.0,0.0,0.0,True,False,3.7566912462800975e-05,158.7644,411.1933,,,
8955,example,0.141602,0.566406,0.0,0.0,0.0,0.0,True,False,3.756439817563286e-05,158.7767,411.2057,,,
8956,example,0.710938,0.464844,0.0,0.0,0.0,0.0,True,False,3.7561883720723784e-05,158.7883,411.2173,,,
8957,example,0.115234,0.460938,0.0,0.0,0.0,0.0,True,False,3.7559369098108696e-05,158.8012,411.2301,,,
8958,example,0.031738,0.009827,0.0,0.0,0.0,0.0,True,False,3.755685430782255e-05,158.8104,411.2393,,,
8959,example,0.090332,0.361328,0.0,0.0,0.0,0.0,True,False,3.755433934990032e-05,158.8189,411.2479,,,
8960,example,0.404297,0.394531,0.0,0.0,0.0,0.0,True,False,3.7551824224376975e-05,158.827,411.256,,,
8961,example,0.118652,0.474609,0.0,0.0,0.0,0.0,True,False,3.754930893128748e-05,158.8376,411.2665,,,
8962,example,0.302734,1.210938,0.0,0.0,0.0,0.0,True,False,3.754679347066682e-05,158.8462,411.2751,,,
8963,example,0.046387,0.009766,0.0,0.0,0.0,0.0,True,False,3.7544277842549943e-05,158.8551,411.284,,,
8964,example,0.134766,0.129883,0.0,0.0,0.0,0.0,True,False,3.754176204697185e-05,158.8634,411.2924,,,
8965,example,0.088867,0.083984,0.0,0.0,0.0,0.0,True,False,3.753924608396751e-05,158.8717,411.3007,,,
8966,group,0.298828,0.298828,0.0,0.0,0.0,0.0,True,False,3.7536729953571906e-05,158.9349,411.3638,4,1.0,0.0
8967,group,0.160156,0.160156,0.0,0.0,0.0,0.0,True,False,3.7534213655820036e-05,159.012,411.441,4,1.0,0.0
8968,example,0.013428,0.003891,0.0,0.0,0.0,0.0,True,False,3.7531697190746856e-05,159.0304,411.4593,,,
8969,group,0.398438,0.398438,0.0,0.0,0.0,0.0,True,False,3.752918055838738e-05,159.0921,411.521,4,1.0,0.0
8970,example,0.941406,0.621094,0.0,0.0,0.0,0.0,True,False,3.7526663758776586e-05,159.1098,411.5387,,,
8971,example,0.482422,0.474609,0.0,0.0,0.0,0.0,True,False,3.752414679194947e-05,159.1181,411.547,,,
8972,group,3.0625,3.0625,0.0,0.0,0.0,0.0,True,False,3.752162965794103e-05,159.1761,411.605,4,1.0,0.0
8973,example,0.875,0.875,0.0,0.0,0.0,0.0,True,False,3.751911235678626e-05,159.1945,411.6234,,,
8974,group,0.098633,0.098633,0.0,0.0,0.0,0.0,True,False,3.751659488852017e-05,159.2603,411.6892,4,1.0,0.0
8975,example,0.126953,0.120117,0.0,0.0,0.0,0.0,True,False,3.751407725317775e-05,159.2778,411.7067,,,
8976,group,2.15625,2.15625,0.0,0.0,0.0,0.0,True,False,3.7511559450794e-05,159.34,411.7689,4,1.0,0.0
8977,example,0.057129,0.033203,0.0,0.0,0.0,0.0,True,False,3.750904148140395e-05,159.3602,411.7891,,,
8978,example,0.490234,0.484375,0.0,0.0,0.0,0.0,True,False,3.7506523345042585e-05,159.3706,411.7995,,,
8979,example,0.039551,0.017456,0.0,0.0,0.0,0.0,True,False,3.750400504174494e-05,159.3811,411.8101,,,
8980,group,0.101074,0.101074,0.0,0.0,0.0,0.0,True,False,3.750148657154601e-05,159.4519,411.8808,4,1.0,0.0
8981,example,0.726562,0.1875,0.0,0.0,0.0,0.0,True,False,3.7498967934480816e-05,159.4688,411.8977,,,
8982,group,0.347656,0.347656,0.0,0.0,0.0,0.0,True,False,3.749644913058438e-05,159.534,411.9629,4,1.0,0.0
8983,example,0.183594,0.164062,0.0,0.0,0.0,0.0,True,False,3.749393015989172e-05,159.551,411.9799,,,
8984,example,0.011719,0.003098,0.0,0.0,0.0,0.0,True,False,3.749141102243786e-05,159.5601,411.989,,,
8985,example,0.142578,0.124512,0.0,0.0,0.0,0.0,True,False,3.748889171825783e-05,159.5686,411.9976,,,
8986,example,1.03125,0.122559,0.0,0.0,0.0,0.0,True,False,3.748637224738665e-05,159.5775,412.0065,,,
8987,example,0.894531,0.894531,0.0,0.0,0.0,0.0,True,False,3.7483852609859355e-05,159.5864,412.0153,,,
8988,example,0.029297,0.017334,0.0,0.0,0.0,0.0,True,False,3.748133280571097e-05,159.5952,412.0242,,,
8989,example,0.095703,0.047119,0.0,0.0,0.0,0.0,True,False,3.747881283497654e-05,159.6043,412.0333,,,
8990,example,0.025635,0.022583,0.0,0.0,0.0,0.0,True,False,3.74762926976911e-05,159.6124,412.0414,,,
8991,example,2.796875,1.867188,0.0,0.0,0.0,0.0,True,False,3.747377239388969e-05,159.6216,412.0505,,,
8992,group,0.079102,0.079102,0.0,0.0,0.0,0.0,True,False,3.747125192360735e-05,159.6818,412.1107,4,1.0,0.0
8993,group,0.373047,0.373047,0.0,0.0,0.0,0.0,True,False,3.7468731286879116e-05,159.7563,412.1853,4,1.0,0.0
8994,example,0.21875,0.166992,0.0,0.0,0.0,0.0,True,False,3.746621048374004e-05,159.7746,412.2035,,,
8995,example,0.117188,0.023438,0.0,0.0,0.0,0.0,True,False,3.746368951422518e-05,159.7829,412.2119,,,
